"CodeStateID","Code"
610,"def sumOfDigits(n):
    return sum([int(m) for m in str(n)])"
611,"def createNumberBlock(n):
    for i in range(1,n+1):
        string = ''
        for j in range(i,i+n):
            string += str(j)
        print(string)
    print()"
612,"def createNumberBlock(n):
    for i in range(1,n+1):
        string = ''
        for j in range(i,i+n):
            string += str(j)
        return(string+'\
')"
613,"def createNumberBlock(n):
    for i in range(1,n+1):
        string = ''
        for j in range(i,i+n):
            string += str(j)
        return(string+'\
')
    return('\
')"
614,"def createNumberBlock(n):
    for i in range(1,n+1):
        string = ''
        for j in range(i,i+n):
            string += str(j)
        string += '\
'
    return string
        \"
615,"def createNumberBlock(n):
    string = ''
    for i in range(1,n+1):
        for j in range(i,i+n):
            string += str(j)
        string += '\
'
    return string
        \"
616,"def firstAndLast(s):
	return s[0]+s[-1]"
617,"import string

def isPunctuation(s):
	return s in string.punctuation"
618,"def isSubstring(s, t):
	return (type(s) is str) and (type(t) is str)  and (s in t)"
619,"def singlePigLatin(s):
	return s[1:]+s[0]+'ay'"
620,"import string

def anyLowercase(s):
    lower = string.ascii_lowercase
    good = True
    for c in s:
        if c in lower:
            good = False
            break
    return good"
621,"import string

def anyLowercase(s):
    lower = string.ascii_lowercase
    good = False
    for c in s:
        if c in lower:
            good = True
            break
    return good"
622,"def middleElement(l):
    length = len(l)
    if length%2:
        return l[(length-1)//2]
    else:
	    return l[(length//2)+1]"
623,"print ('Hello World!')"
624,"def helloWorld:
    print ('Hello World!')"
625,"def helloWorld:
    return ('Hello World!')"
626,"def helloWorld
    print ('Hello World!')"
627,"def raiseToPower(x, y)
    return x ** y"
628,"import math

def converToDegrees(x):
    return math.degrees(x)"
629,"import math

def findRoot(a, b, c):
    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)
    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)
    
    return math.max(result1, result2)"
630,"import math

def findRoot(a, b, c):
    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)
    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)
    
    return max(result1, result2)"
631,"def howManyEggCartons(eggs):
	cartons = eggs // 12
	if (eggs % 12): cartons += 1
	return cartons\"
632,"def kthDigit(x, k):
	n = x // k * 10
	
	return n"
633,"def kthDigit(x, k):
	n = (x // (10 ** k)) % 10 
	
	return n"
634,"def kthDigit(x, k):
	n = (x // (10 ** k)) % 10 
	
	
	# k = 1 ; 10 ** 1 == 10
	# k = 2 ; 10 ** 2 == 100
	return n"
635,"def overNineThousand(powerLevel):
	return powerlevel>9000"
636,"def kthDigit(x, k):
	n = (x // (10 ** (k - 1))) % 10 

	return n\"
637,"def nearestBusStop(street):
    stopsEvery = 8
    
    wholeStops = street // stopsEvery
    remainderStops = street % stopsEvery

    if (remainderStops > (stopsEvery / 2))
        wholeStops += 1
        
    return wholeStops\"
638,"def nearestBusStop(street):
    stopsEvery = 8
    
    wholeStops = street // stopsEvery
    remainderStops = street % stopsEvery

    if (remainderStops > (stopsEvery / 2)):
        wholeStops += 1
        
    return wholeStops\"
639,"def nearestBusStop(street):
    stopsEvery = 8
    
    wholeStops = street // stopsEvery
    remainderStops = street % stopsEvery

    if (remainderStops > (stopsEvery / 2)):
        wholeStops *= stopsEvery
        wholeStops += 1
        
"
640,"def nearestBusStop(street):
    stopsEvery = 8
    
    wholeStops = street // stopsEvery
    remainderStops = street % stopsEvery

    if (remainderStops > (stopsEvery / 2)):
        wholeStops += 1
    
    wholeStops *= stopsEvery

    retu"
641,"def hasTwoDigits(x):
	return x >= 10 and x <= 99"
642,"def canDrinkAlcohol(age, isDriving):
    if (age >=21 and !(isDriving):
        return True
	else:
	    return False"
643,"def canDrinkAlcohol(age, isDriving):
    if (age >=21 and isDriving == False):
        return True
	else:
	    return False"
644,"def canDrinkAlcohol(age, isDriving):
    if (age >=21 and isDriving == False):
        return True
    else:
        return False"
645,"def canDrinkAlcohol(age, isDriving):
    if (age >=21 and !isDriving):
        return True
    else:
        return False"
646,"def canDrinkAlcohol(age, isDriving):
    if (age >=21 and !(isDriving)):
        return True
    else:
        return False"
647,"def canDrinkAlcohol(age, isDriving):
    if (age >=21 and not isDriving):
        return True
    else:
        return False"
648,"def isEvenPositiveInt(x):
    
	return type(x) == int and x > 0 and x % 2 == 0"
649,"print('Hello World!')
"
650,"def helloWorld():
    print('Hello World!')
    
print(helloWorld)"
651,"def helloWorld():
    print('Hello World!')
    
print(helloWorld())"
652,"def helloWorld(x):
    x = 'Hello World!'
    return x
print(helloWorld(x))"
653,"def helloWorld():
    return ('Hello World!')
    
print (helloWorld())"
654,"def doubleX():
    y = 2x
    return y
    
print (doubleX(2))"
655,"def doubleX(x):
    y = 2x
    return y
    
print (doubleX(2))"
656,"def doubleX(x):
    return 2*x
    
print (doubleX(2))"
657,"def raiseToPower(x,y)
    return (x**y)
    
print(raiseToPower(2,3))"
658,"def raiseToPower(x,y):
    return (x**y)
    
print(raiseToPower(2,3))"
659,"import.math

def convertToDegrees(x):
    return (math.degree(x))"
660,"import math

def convertToDegrees(x):
    return (math.degree(x))"
661,"import math

def convertToDegrees(x):
    return (math.degrees(x))"
662,"import math
def findRoot(a, b, c):
    numPlus = -b+(b**2-(4*a*c))**.5
    numMinus = -b-(b**2-(4*a*c))**.5
    denom = 2*a
    xPlus = numPlus/denom
    xMinus = numMinus/denom
    if (xPlus>xMinus):
        return xPlus
    else:
        retu"
663,"def intToFloat(x):
	return(float(x))"
664,"def leftoverCandy(candyBars, friends):
	return(candyBars%friends)"
665,"def howManyEggCartons(eggs):
	if (eggs%12)==0:
	    return eggs//12
	else:    
	    return((eggs//12)+1)"
666,"def kthDigit(x, k):
	kthDigLeft = x%(10**(k+1))
	kthDigRight = kthDigLeft//(10**k)
	return kthDigRight"
667,"def kthDigit(x, k):
	TrimLeft = x%(10**(k+1))
	TrimRight = TrimLeft//(10**k)
	return TrimRight"
668,"def kthDigit(x, k):
	TrimLeft = x%(10**(k+1))
	TrimRight = TrimLeft//(10**k)
	return kthDigRight"
669,"def kthDigit(x, k):
	TrimLeft = x%(10**(k+1))
	return (TrimLeft//(10**k))"
670,"def kthDigit(x, k):
	TrimLeft = x%(10**(k+1))
	if 
	return (TrimLeft//(10**k))"
671,"def kthDigit(x, k):
	TrimLeft = x%(10**(k+1))
	return (TrimLeft%(10**k))"
672,"def kthDigit(x, k):
	TrimLeft = x%(10**k)
	return (TrimLeft%(10**k))"
673,"def kthDigit(x, k):
	TrimLeft = x%(10**k)
	return (TrimLeft%(10**(k-1)))"
674,"def oneToN(n):
    for range(n):
        return n"
675,"def oneToN(n):
    for range(1, n+1):
        return n"
676,"def oneToN(n):
    for n in range(1, n+1):
        return n"
677,"def from1toN(n):
    for n in range (1,n+1):
        print n"
678,"import math

def carefulSquareRoot(x):
    if (x < 0):
        return 'Error'
    elif (x == 0):
        return 0
    else:
        return math.sqrt(x)"
679,"def castString(s, asNumber):
    if (asNumber):
        return int(s)
    else:
        return s
"
680,"def stockChange(percentChange):
    if (percentChange > 0):
        return 'Up'
    elif (precentChange < 0):
        return 'Down'
    else:
        # percentChange == 0
        return 'No Change'\"
681,"def stockChange(percentChange):
    if (percentChange > 0):
        return 'Up'
    elif (percentChange < 0):
        return 'Down'
    else:
        # percentChange == 0
        return 'No Change'\"
682,"def oneToN(n):
    for digit in range(1,n):
        s += str(digit)
    return s\"
683,"def oneToN(n):
    for digit in range(1,n+1):
        s += str(digit)
    return s\"
684,"def oneToN(n):
    s = ''
    for digit in range(1,n+1):
        s += str(digit)
    return s\"
685,"def oneToN(n):
    s = ''
    for digit in range(1,n):
        s += str(digit)
    return s\"
686,"def isPrime(n):
    divisorFound = False
    for checkNumber in range(2,n):
        if (n % checkNumber == 0):
            divisorFound = True
    return divisorFound"
687,"def isPrime(n):
    divisorFound = False
    for checkNumber in range(2,n-1):
        if (n % checkNumber == 0):
            divisorFound = True
    return divisorFound"
688,"def helloWorld:
    print('HellowWorld')"
689,"
    print('HellowWorld')"
690,"
    print('HelloWorld!')"
691,"print('HelloWorld!')"
692,"import math 

def convertToDegees(n):
    degree= n/math.pi*180
    return degree\"
693,"import math
def convertToDegees(x):
    degree= x/math.pi*180
    return degree\"
694,"def helloWorld():
    s = 'Hello World!'
    return s
"
695,"def isPrime(n):
    prime = True
    for number in range(2,n+1):
        if n % number != 0:
            prime = True
    return False"
696,"def doubleX(x):
    s = 2 * x
    return s"
697,"def isPrime(n):
    prime = True
    for number in range(2,n+1):
        if n % number == 0:
            return False
    return True"
698,"def isPrime(n):
    prime = True
    for number in range(2,n):
        if n % number == 0:
            return False
    return True"
699,"def raiseToPower(x, y):
    val = x ** y
    return val"
700,"def sumOfDigits(n):
    sum = 0
    while n > 0:
        n //= 10
        sum += n % n
    return sum\"
701,"def sumOfDigits(n):
    sum = 0
    while n > 0:
        n //= 10
        sum += n % 10
    return sum\"
702,"def sumOfDigits(n):
    sum = 0
    if n < 10:
        return n
    while n > 9:
        n //= 10
        sum += n % 10
    return sum\"
703,"import math
def convertToDegrees(x):
    val = math.degrees(x)
    return val"
704,"def sumOfDigits(n):
    sum = 0
    while n > 9:
        n //= 10
        sum += n % 10
    return sum + n\"
705,"def sumOfDigits(n):
    sum = 0
    while n > 9:
        sum += n % 10
        n //= 10
    return sum + n\"
706,"def findRoot(a,b,c):
    x1 = ( -b - math.sqrt(b**2 - 4*a*c) ) / 2*a
    x2 = ( -b + math.sqrt(b**2 - 4*a*c) ) / 2*a
    val = max(x1, x2)
    return val"
707,"import math
def findRoot(a,b,c):
    x1 = ( -b - math.sqrt(b**2 - 4*a*c) ) / 2*a
    x2 = ( -b + math.sqrt(b**2 - 4*a*c) ) / 2*a
    val = max(x1, x2)
    return val"
708,"def createNumberBlock(n):
    for i in range(n):
        for j in range(i,i+3):
            print(j)
    print()"
709,"def createNumberBlock(n):
    for i in range(n):
        for j in range(i,i+3):
            return(j, end = '')
    print()"
710,"def createNumberBlock(n):
    for i in range(n):
        for j in range(i,i+3):
            return(j)
    print()"
711,"def createNumberBlock(n):
    for i in range(1,n+1):
        for j in range(i,i+3):
            print(j, end = ' ')
    print()\"
712,"def overNineThousand(powerLevel):
	if powerLevel <= 9000:
	    return False
	return True"
713,"def hasTwoDigits(x):
    if x < 10:
        return False
    a = x//100
    if a == 0:
        return True
    return False"
714,"def intToFloat(x):
    val = x * 1.0
	return val"
715,"def intToFloat(x):
    val = x * 1.0
    return val"
716,"def leftoverCandy(candyBars, friends):
    val = candyBars % friends
	return val"
717,"def leftoverCandy(candyBars, friends):
    val = candyBars % friends
	return val
	"
718,"def leftoverCandy(candyBars, friends):
    val = candyBars % friends
    return val
"
719,"import math
def howManyEggCartons(eggs):
    val = math.ceil(eggs / 12)
    return val"
720,"def kthDigit(x, k):
    val = ( x // 10**(k-1) ) % 10
    def val\"
721,"def kthDigit(x, k):
    val = ( x // 10 ** (k-1) ) % 10
    return val\"
722,"def nearestBusStop(street):
    x = street + 3
    stop = x // 8 * 8
    return val"
723,"def nearestBusStop(street):
    x = street + 3
    stop = x // 8 * 8
    return stop"
724,"def overNineThousand(powerLevel):
    val = powerLevel > 9000
	return val"
725,"def overNineThousand(powerLevel):
    val = powerLevel > 9000
	return val\"
726,"def overNineThousand(powerLevel):
    val = powerLevel > 9000
    return val\"
727,"def digitCount(x):
    count = 1
    while (x >= 10):
        count += 1
        x //= 10
    return count

def hasTwoDigits(x):
    val = digitCount(x) == 2
    return val"
728,"def canDrinkAlcohol(age, isDriving):
    canDrink = (age >= 21) and (isDriving == False)
    return canDrink"
729,"def isEvenPositiveInt(x):
    isInt = (x / 3) == (x // 3)
    isEven = x % 2 == 0
    isPositive = x > 0
    test = isInt and isEven and isPositive
    return test"
730,"def isEvenPositiveInt(x):
    isInt = type(x) == int
    isEven = x % 2 == 0
    isPositive = x > 0
    test = isInt and isEven and isPositive
    return test"
731,"def isEvenPositiveInt(x):
    if type(x) != int: return False
    isEven = x % 2 == 0
    isPositive = x > 0
    test = isEven and isPositive
    return test"
732,"import.math
def carefulSquareRoot(x):
    if x<0: val = 'Error'
    else: val = math.sqrt(x)
    return val"
733,"import math
def carefulSquareRoot(x):
    if x<0: val = 'Error'
    else: val = math.sqrt(x)
    return val"
734,"def castString(s, asNumber):
    if asNumber: val = int(s)
    else: val = s
    return val"
735,"def stockChange(percentChange):
    if percentChange > 0: val = 'Up'
    elif percentChange < 0: val = 'Down'
    else: val = 'No Change'
    return val"
736,"print 'Hello World!'"
737,"print(Hello World!)"
738,"import math

def convertToDegrees(x):
    return math.degrees(x)
"
739,"def findRoot(a, b, c):
    dis = (b**2 - 4*a*c)**0.5
    num1 = -b + dis
    num2 = -b - dis
    denom = 2*a
    root1 = num1/denom
    root2 = num2/denom
    if (root1 >= root2):
        return root1
    else: 
        return root2"
740,"def howManyEggCartons(eggs):
	return eggs//12 + 1"
741,"def howManyEggCartons(eggs):
	remainingEggs = eggs%12
	cartons = eggs//12
	if (remainingEggs == 0):
	    return cartons
	else: 
	    return cartons+1\"
742,"def kthDigit(x, k):
	digit = x%(10**k)//(10**(k-1))
	return digit"
743,"def nearestBusStop(street):

    x = street%8 

    if (x <= 4):

        return (street - x)

    else: 

        return (street - x + 8)"
744,"def overNineThousand(powerLevel):
	if (powerLevel > 9000):
	    return True
	else:
	    return False"
745,"def canDrinkAlcohol(age, isDriving):
	return isDriving == True and age >= 21"
746,"def canDrinkAlcohol(age, isDriving):
	return isDriving == False and age >= 21"
747,"def isEvenPositiveInt(x):
    if x > 0 and x is int and x%2 == 0:
        return True
    else:
        return False"
748,"def isEvenPositiveInt(x):
    if x > 0 and x == int(x) and x%2 == 0:
        return True
    else:
        return False"
749,"def isEvenPositiveInt(x):
    if x > 0 and type(x) == 'int' and x%2 == 0:
        return True
    else:
        return False"
750,"def isEvenPositiveInt(x):
    if x > 0 and x%2 == 0 and"
751,"def isEvenPositiveInt(x:)
    return x > 0 and x%2 == 0 and type(x) == int"
752,"def isEvenPositiveInt(x):
    return x > 0 and x%2 == 0 and type(x) == int"
753,"def isEvenPositiveInt(x):
    return (x > 0) and (x%2 == 0) and (type(x) == int)"
754,"def carefulSquareRoot(x):
    if (x < 0):
        return 'Error'
    else:
        return x**0.5\"
755,"def castString(s, asNumber):
    if (asNumber):
        return int(s)
    return s"
756,"def stockChange(percentChange):
    if (percentChange > 0):
        return 'Up'
    elif (percentChange = 0):
        return 'No Change'
    else:
        return 'Down'"
757,"def stockChange(percentChange):
    if (percentChange > 0):
        return 'Up'
    elif (percentChange == 0):
        return 'No Change'
    else:
        return 'Down'"
758,"def oneToN(n):
    return str(range(1,n+1))"
759,"def oneToN(n):
    for digit in range(1, n+1):
        total = total*(10**digit) + digit
    return total"
760,"def oneToN(n):
    total = 0
    for digit in range(1, n+1):
        total = total*(10**digit) + digit
    return total"
761,"def oneToN(n):
    total = 0
    for digit in range(1, n+1):
        total = total*(10**(digit-1)) + digit
    return total"
762,"def oneToN(n):
    total = 0
    for digit in range(1, n+1):
        total = total*10 + digit
    return total"
763,"def raiseToPower(x,y):
    return x ** y"
764,"def oneToN(n):
    total = 0
    digit = ''
    for digit in range(1, n+1):
        string = string + 'digit'
    return string"
765,"def oneToN(n):
    total = 0
    string = ''
    for digit in range(1, n+1):
        string = string + 'digit'
    return string"
766,"def oneToN(n):
    total = 0
    string = ''
    for digit in range(1, n+1):
        string = string + str(digit)
    return string"
767,"def isPrime(n):
    maxFactor = round(n**0.5)
    for factor in range(2, maxFactor):
        if (n%factor == 0):
            return False
    return True"
768,"def isPrime(n):
    maxFactor = int(round(n**0.5))
    for factor in range(2, maxFactor):
        if (n%factor == 0):
            return False
    return True"
769,"def isPrime(n):
    maxFactor = int(round(n**0.5))
    for factor in range(2, maxFactor + 1):
        if (n%factor == 0):
            return False
    return True"
770,"def isEvenPositiveInt(x):
 print(type(x) == int)"
771,"def isEvenPositiveInt(x):

    print(type(x))

    if x > 0 and type(x) == int and x%2 == 0:

        return True

    else:

        return False"
772,"def sumOfDigits(n):
    return sum(range(n+1))"
773,"import math

def sumOfDigits(n):
    total = 0
    length = int(math.log10(n)) + 1
    for digit in range(length + 1):
        total += n%10
        n //= 10
    return total"
774,"def raiseToPower(x,y):
    return x * y"
775,"def convertToDegrees(x):
    import math
    return x * (math.pi / 180)\"
776,"def convertToDegrees(x):
    import math
    return x * (180 / math.pi)\"
777,"def createNumberBlock(n):
    for col in range(n):
        for row in range(col, n):
            print(row)
            
        print()
"
778,"def createNumberBlock(n):
    string = ''
    for col in range(n):
        for row in range(col, n):
            string = string + str(row)
        string = string + '\
'
    return string
"
779,"def createNumberBlock(n):
    string = ''
    for col in range(1, n+1):
        for row in range(col, n+1):
            string = string + str(row)
        string = string + '\
'
    return string\"
780,"def createNumberBlock(n):
    string = ''
    for col in range(1, n+1):
        for row in range(col, n+1):
            string = string + str(row+col)
        string = string + '\
'
    return string\"
781,"def createNumberBlock(n):
    for col in range(1, n+1):
        for row in range(col, n+1):
            string = string + str(row)
        string = string + '
'
    return string"
782,"def backwardsCombine(s1, s2):
	return s2 + s1"
783,"def isPunctuation():
    import string
    return punctuation
"
784,"def isPunctuation():
    import string
    return string. punctuation
"
785,"def factorial(n):
    if (n == 0):
        return 1
    else:
        n*factorial(n-1)"
786,"def factorial(n):
    if (n == 0):
        return 1
    else:
        return n*factorial(n-1)"
787,"def gcd(x, y):
    if (y == 0):
        return x
    else:
        return gcd(y, x%y)"
788,"def fibonacci(n):
    if (n < 2):
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)"
789,"def fibonacci(n):
    if (n <= 2):
        return 1
    else:
        return fibonacci(n-1) + fibonacci(n-2)"
790,"import string
def firstAndLast(s):
	return s.beginswith() + s.endswith()"
791,"import string
def firstAndLast(s):
	return s.startswith() + s.endswith()"
792,"import string
def firstAndLast(s):
	return string.startswith(s) + string.endswith(s)"
793,"def firstAndLast(s):
    return s[0] + s[len(s)-1]"
794,"import string
def isPunctuation(s):
	return s in string.punctuation()"
795,"import string
def isPunctuation(s):
	return s in string.ascii_punctuation()"
796,"import string
def isPunctuation(s):
	return (s in string.punctuation())"
797,"import string
def isPunctuation(s):
    if (s in string.punctuation):
        return True
    else:
        return False"
798,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str):
	    if (t in s):
	        return True
    return False"
799,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str):
	    if (t in s):
	        return True
        return False"
800,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str):
	    if (s in t):
	        return True
        return False"
801,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str):
	    if (s in t or t in s):
	        return True
        return False"
802,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str):
	    if (s in t):
	        return True
        return Fales"
803,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str and s in t):
	    return True
    return False
	"
804,"def isSubstring(s, t):
	if (type(s) == str and type(t) == str and (s in t)):
	    return True
    return False
	"
805,"def singlePigLatin(s):
	s = s[1:] + s[0] + 'ay'
	return s"
806,"def anyLowercase(s):
    if (string.ascii_lowercase() in s):
        return True
    return False"
807,"import string
def anyLowercase(s):
    if (string.ascii_lowercase() in s):
        return True
    return False"
808,"import string
def anyLowercase(s):
    l = string.ascii_lowercase()
    if (l in s):
        return True
    return False"
809,"import strign

def anyLowercase(s):
    l = string.ascii_lowercase
    if (l in s):
        return True
    return False"
810,"import string

def anyLowercase(s):
    l = string.ascii_lowercase()
    if (l in s):
        return True
    return False"
811,"import string

def anyLowercase(s):
    l = string.ascii_lowercase
    if (l in s):
        return True
    return False"
812,"import string

def anyLowercase(s):
    for index in range(len(s)):
        if s[index] in string.ascii_lowercase():
            return True
    return False"
813,"import string

def anyLowercase(s):
    t = string.ascii_lowercase()
    for index in range(len(s)):
        if (s[index] in t):
            return True
    return False"
814,"import string

def anyLowercase(s):
    t = string.ascii_lowercase()
    for index in range(len(s)):
        if (s[index] == 'abcdefghijklmnopqrstuvwxyz'):
            return True
    return False"
815,"import math
def convertToDegrees(x):
    return x*math.po/180"
816,"import math
def convertToDegrees(x):
    return x*math.pi/180"
817,"def nearestBusStop(street):
	return"
818,"import math
def convertToDegrees(x):
    return (x * (180 / math.pi))"
819,"def QuadraticFormula(a, b, c):
    neg_x = (- b - ((b ** 2) -4 * a * c )** 0.5)/ (2 * a)
    pos_x = (- b + ((b ** 2) -4 * a * c )** 0.5)/ (2 * a)
    return max(neg_x, pos_x)"
820,"def findRoot(a, b, c):
    neg_x = (- b - ((b ** 2) -4 * a * c )** 0.5)/ (2 * a)
    pos_x = (- b + ((b ** 2) -4 * a * c )** 0.5)/ (2 * a)
    return max(neg_x, pos_x)"
821,"def kthDigit(x, k):
	return (x // (10 **k)) % 10"
822,"def kthDigit(x, k):
	return (x // (10 **k))"
823,"def kthDigit(x, k):
	return (x // (10 **k) % 10)"
824,"def kthDigit(x, k):
    
	return (x // 10) % 10"
825,"def kthDigit(x, k):
	return x // 10 ** k % 10"
826,"def kthDigit(x, k):
	return x // 10 ** (k-1) % 10"
827,"def nearestBusStop(street):
    x = street + 3
    stop ( street // 8) * 8
	return stop"
828,"def nearestBusStop(street):
    x = street + 3
    stop = ( street // 8) * 8
	return stop"
829,"def nearestBusStop(street):
    x = street + 3
    stop = (street // 8) * 8
	return stop"
830,"def nearestBusStop(street):
    x = street + 3
    stop = (x // 8) * 8
	return stop"
831,"def nearestBusStop(street):
    x = street + 3
    y = (x // 8) * 8
	return y"
832,"def nearestBusStop(street):
    x = street + 3
    y = (x // 8) * 8
    return y"
833,"def nearestBusStop(street):
    x = street + 3
    stop = (x // 8) * 8
    return stop"
834,"def hasTwoDigits(x):
	return x// 10 ** 2 == 0"
835,"def hasTwoDigits(x):
	return x// 10 ** 2 == 0 and x > 9"
836,"def hasTwoDigits(x):
	return 9 > x < 100"
837,"def hasTwoDigits(x):
	return 9 > x > 100"
838,"def hasTwoDigits(x):
	return 9 < x > 100"
839,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and not isDriving:
        return True\"
840,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and not isDriving:
        return True
	else: return False"
841,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and not isDriving:
        return True
	else: 
	    return False"
842,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and not isDriving:
        return True
	else:
	    return False"
843,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and not isDriving:
        return True
	else:
	   return False"
844,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and not isDriving:
        return True
    else:
        return False"
845,"def isEvenPositiveInt(x):
    if (x > 0) and x = int(x) and (x % 2 == 0):
        return True
    else:
        return 'yikes!'"
846,"def isEvenPositiveInt(x):
    if (x > 0) and x == int(x) and (x % 2 == 0):
        return True
    else:
        return 'yikes!'"
847,"def isEvenPositiveInt(x):
    if x != int(x):
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
848,"def isEvenPositiveInt(x):
    if type(x) != int(x):
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
849,"def isEvenPositiveInt(x):
    if type(x) == int(x):
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
850,"def isEvenPositiveInt(x):
    if '[all the stuff]'(x) != int(x)
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
851,"def isEvenPositiveInt(x):
    if x != int(x)
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
852,"def isEvenPositiveInt(x):
    if x != (x/1):
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
853,"def isEvenPositiveInt(x):
    if x != int('x'):
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
854,"def isEvenPositiveInt(x):
    if x is not int(x):
        return 'yikes!'
    if (x > 0) and (x % 2 == 0):
        return True
    else:
        return False"
855,"def carefulSquareRoot(x):
    if x < 0:
        return 'Error'
    else:
        return x ** 0.5"
856,"def helloWorld():
    print 'Hello World!'
    return none
"
857,"def helloWorld():
    print ('Hello World!')
    return none
"
858,"def helloWorld():
    print ('Hello World!')
"
859,"def helloWorld():
    print ('Hello World!')
    return None

"
860,"def helloWorld():
    return string('Hello World')
"
861,"def helloWorld():
    return ('Hello World')
"
862,"def helloWorld():
    return ('Hello World!')
"
863,"def isPunctuation():
    return str"
864,"def kthDigit(x, k):
    
	return"
865,"def kthDigit(x, k):
    str.isdigit()
	return"
866,"def kthDigit(x, k):
    str.isdigit(x,k)
	return"
867,"def kthDigit(x, k):
	return str.isdigit(x,k)"
868,"def helloWorld:
    print('Hello World!')
    return None"
869,"def helloWorld():
    print('Hello World!')
    return None"
870,"def intToFloat(x):
    return x//1"
871,"def leftoverCandy(candy_bars, friends):
	return candy_bars - friends//candy_bars
"
872,"def leftoverCandy(candy_bars, friends):
	return candy_bars - friends/candy_bars
"
873,"def leftoverCandy(candy_bars, friends):
	return friends//candy_bars
"
874,"def leftoverCandy(candy_bars, friends):
	return friends%candy_bars
"
875,"def leftoverCandy(candy_bars, friends):
	return candy_bars%friends
"
876,"def oneToN(n):
    for i in range (1, n)
    print i"
877,"def oneToN(n):
    for i in range (1, n):
    print i"
878,"def oneToN(n):
    for i in range (1, n):
        print i"
879,"def oneToN(n):
    for i in range (1, n):
        print (i)"
880,"import math
def converToDegrees(x):
    return math.degrees(x)"
881,"import math

def convertToDegrees(x):
    return (180 * x)/math.pi"
882,"def hasTwoDigits(x):
	counter = 0
	while x > 0:
	    x = x//10
	    counter += 1
	return (counter == 2)"
883,"def anyLowercase(s):
    for c in s:
        if c.lower():
            return True
    return False"
884,"def anyLowercase(s):
    for c in s:
        if c.islower():
            return True
    return False"
885,"import string

def isPunctuation(s):
	return (s.punctuation())"
886,"import string

def isPunctuation(s):
	return (s.punctuation() == -1)"
887,"def isPrime(n):
    if n < 2:
        return False
    for i in range(2, round(n**0.5) + 1):
        if n%i == 0:
            return False
    return True"
888,"def isPrime(n):
    upper = int(round(n**0.5) + 1)
    for i in range(2, upper):
        if n%i == 0:
            return False
    return True"
889,"def sumOfDigits(n):
    n = abs(n)
    tally = 0 
    while n > 0:
        digit = n%10
        n = n//10
        tally += digit
    return tally"
890,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and isDriving == 'No':
        return 'Yes'
	return 'No'"
891,"def canDrinkAlcohol(age, isDriving):
    if age >= 21 and isDriving == False:
        return True
	return False"
892,"def canDrinkAlcohol(age, isDriving):
    if 21 <= age and isDriving == True:
        return True
	return False"
893,"def canDrinkAlcohol(age, isDriving):
    if 21 <= age and isDriving == False:
        return True
    else:
	    return False"
894,"'helloWorld'

"
895,"def helloWorld():
    return 'helloWorld'
    

"
896,"def helloWorld():
    return 'Hello World'
    

"
897,"def helloWorld():
    return 'Hello World!'
    

"
898,"def doubleX():
    return x*2\"
899,"def doubleX(x):
    return x*2\"
900,"def doubleX():
    return x*2"
901,"raiseToPower(x,y):
    return  x**y"
902,"def raiseToPower(x,y):
    return  x**y"
903,"import math 
def convertToDegrees(x):
    return radians
"
904,"import math 
def convertToDegrees(x):
    return 1/180\"
905,"import math 
def convertToDegrees(x):
    return x/180\"
906,"import math 
def convertToDegrees(x):
    return 1/180"
907,"def qwe(s):
    s= 'Hello World!'
    return s
    
print (qwe(s))
"
908,"import string

def isPunctuation(c):
    s = string.punctuation()
    for punctuation in s:
        if punctuation == c:
            return False
    return True"
909,"import string

def isPunctuation(c):
    return c in string.punctuation
"
910,"import string

def isPunctuation(c):
    s = string.punctuation
    for punctuation in s:
        if s == c:
            return False
    return True
"
